Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
KiWi Games,fehe's Game group / 피히의 게임 그룹,All Ages,0,7,1038,Not Supported,Supported,7/13/2024,7/13/2024,50,N/A,9,3,https://www.roblox.com/games/18470017027/KiWi-Games?gameSearchSessionInfo=896d61c3-7a2a-4622-9fab-eabb93ee493f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18470017027&amp;position=0&amp;universeId=6259322589,11/6/2024 22:21
Cali Shootout 💥,Crimelife,Ages 9+,354,142448,49.6M+,Supported,Not Supported,1/7/2023,11/6/2024,30,Action,118K+,14K+,https://www.roblox.com/games/12077443856/Cali-Shootout?gameSearchSessionInfo=925b846f-37db-4903-a28c-d9a0dc4a9abc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12077443856&amp;position=0&amp;universeId=4263576532,11/6/2024 22:21
House Tycoon 2,Haza Games,All Ages,839,103799,37.8M+,Not Supported,Not Supported,7/15/2022,11/2/2024,40,Simulation,25K+,4494,https://www.roblox.com/games/10224049386/House-Tycoon-2?gameSearchSessionInfo=f7abf671-27dd-4fee-900f-946c63d0ef3f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10224049386&amp;position=0&amp;universeId=3746418487,11/6/2024 22:21
RUTAS [Sinaloense Empire] ,Los Mochis,All Ages,0,341,262.9K+,Not Supported,Not Supported,8/24/2023,11/12/2023,50,N/A,42,8,https://www.roblox.com/games/14552722973/RUTAS-Sinaloense-Empire?gameSearchSessionInfo=3141232b-929f-45ff-8b44-a8bb2b496978&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14552722973&amp;position=0&amp;universeId=5022524832,11/6/2024 22:21
Liar's Table,Overhaul Entertainment,All Ages,323,1323,99.1K+,Supported,Not Supported,10/19/2024,11/6/2024,40,N/A,209,31,https://www.roblox.com/games/80342862330041/Liars-Table?gameSearchSessionInfo=c540ad22-c984-4a65-ba3c-84111e2e433d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=80342862330041&amp;position=0&amp;universeId=6691764291,11/6/2024 22:21
Hero Brawl,Hero Brawl,Ages 9+,940,105522,254.7M+,Not Supported,Not Supported,8/17/2022,8/20/2024,20,Action,20K+,6534,https://www.roblox.com/games/10625506467/Hero-Brawl?gameSearchSessionInfo=fcaf4767-ec21-4737-b4cc-41a56a428754&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10625506467&amp;position=0&amp;universeId=3854678859,11/6/2024 22:22
Jitensha - Fixed,@ygc_yumi,All Ages,20,9871,2.8M+,Supported,Not Supported,8/6/2023,10/22/2024,10,Simulation,3145,165,https://www.roblox.com/games/14336495826/Jitensha-Fixed?gameSearchSessionInfo=e0095c54-96a1-4341-a6fa-8c6ac8471969&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14336495826&amp;position=0&amp;universeId=4956505760,11/6/2024 22:22
Baldi's Basics (FIXED),@BenjaminA123456,All Ages,61,42249,26.5M+,Not Supported,Not Supported,7/22/2020,11/4/2024,100,Survival,10K+,3439,https://www.roblox.com/games/5401873142/Baldis-Basics-FIXED?gameSearchSessionInfo=87377755-d733-49b3-a7f0-cf5d80b49114&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5401873142&amp;position=0&amp;universeId=1890867864,11/6/2024 22:22
Roblox Studio But In Roblox,@ItzJimPlayz_YT,All Ages,1,1682,771.4K+,Supported,Not Supported,1/28/2022,10/27/2024,1,N/A,720,831,https://www.roblox.com/games/8662054798/Roblox-Studio-But-In-Roblox?gameSearchSessionInfo=cb8bcd52-510b-415e-9d03-00512ada0c12&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8662054798&amp;position=0&amp;universeId=3294886712,11/6/2024 22:22
Blox Fruits,Gamer Robot Inc,Ages 9+,500157,13650844,41.7B+,Not Supported,Not Supported,1/16/2019,11/5/2024,12,RPG,8M+,686K+,https://www.roblox.com/games/2753915549/Blox-Fruits?gameSearchSessionInfo=3fe83f19-ee37-44ce-bb33-a0f8a8ad8f72&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2753915549&amp;position=0&amp;universeId=994732206,11/6/2024 22:22
Marching Band Hangout [Bloo24 Update],Ro-Corps International,All Ages,0,156,26.2K+,Supported,Supported,9/2/2024,10/14/2024,100,N/A,89,7,https://www.roblox.com/games/91005568012348/Marching-Band-Hangout-Bloo24-Update?gameSearchSessionInfo=82a0e138-818e-439f-bd85-7122196ff4cc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=91005568012348&amp;position=0&amp;universeId=6502321499,11/6/2024 22:22
Cart + Car Ride into GigaNoob!,Gear.,Ages 9+,2104,190495,409.0M+,Supported,Not Supported,7/3/2020,10/17/2024,20,Obby &amp; Platformer,36K+,17K+,https://www.roblox.com/games/5275822877/Cart-Car-Ride-into-GigaNoob?gameSearchSessionInfo=631fbe57-9168-4e82-a189-a998a15fd076&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5275822877&amp;position=0&amp;universeId=1847733324,11/6/2024 22:22
Cookie run: kingdom rp,@skytheredjay,All Ages,9,8949,287.2K+,Not Supported,Not Supported,4/15/2023,10/27/2024,17,N/A,1660,155,https://www.roblox.com/games/13137654651/Cookie-run-kingdom-rp?gameSearchSessionInfo=ed6e3838-045f-4b57-b36c-528926d2a154&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13137654651&amp;position=0&amp;universeId=4585894350,11/6/2024 22:22
[Free Admin!] Pet Simulator 99 Modded!,Marshmallow Agony Games,All Ages,159,628,319.2K+,Not Supported,Supported,9/26/2024,9/27/2024,6,N/A,243,94,https://www.roblox.com/games/99438741640004/Free-Admin-Pet-Simulator-99-Modded?gameSearchSessionInfo=e63e529e-a233-4870-bfd4-cd35dc7c000b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=99438741640004&amp;position=0&amp;universeId=6599474281,11/6/2024 22:22
Guess The Anime Character 🤔,Be the Star!,All Ages,257,1404,923.4K+,Not Supported,Supported,9/18/2024,11/4/2024,50,N/A,544,104,https://www.roblox.com/games/83085197847836/Guess-The-Anime-Character?gameSearchSessionInfo=963a1149-fb4e-44ad-b8d5-067610bf0116&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=83085197847836&amp;position=0&amp;universeId=6567718055,11/6/2024 22:22
OneSkyVed's Trolleybuses Place (indev),@OneSkyVed,All Ages,135,57565,12.0M+,Supported,Supported,9/11/2018,10/18/2024,40,Simulation,20K+,8933,https://www.roblox.com/games/2337102976/OneSkyVeds-Trolleybuses-Place-indev?gameSearchSessionInfo=3ea12252-f814-44e3-8706-eddb1e4efe82&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2337102976&amp;position=0&amp;universeId=345667450,11/6/2024 22:22
DON'T DIE,Badass Experiences,All Ages,626,266331,209.9M+,Supported,Not Supported,7/23/2023,9/29/2024,70,Survival,272K+,33K+,https://www.roblox.com/games/14161770735/DONT-DIE?gameSearchSessionInfo=5031741c-d69f-4733-a835-be4561e6d5bd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14161770735&amp;position=0&amp;universeId=4901806610,11/6/2024 22:22
Apocalypse Rising 2,Dualpoint Interactive,Ages 13+,1243,739317,102.7M+,Supported,Not Supported,6/12/2017,11/6/2024,30,Action,200K+,27K+,https://www.roblox.com/games/863266079/Apocalypse-Rising-2?gameSearchSessionInfo=602c7d53-7028-48ac-be3a-f8c37e92b311&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=863266079&amp;position=0&amp;universeId=358276974,11/6/2024 22:22
HAZE PIECE,[HS] Haze Studios,Ages 9+,986,1666798,208.8M+,Not Supported,Not Supported,6/7/2021,10/27/2024,12,RPG,699K+,28K+,https://www.roblox.com/games/6918802270/HAZE-PIECE?gameSearchSessionInfo=067d13e7-fa13-4bf3-931f-6b8cd20e0233&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6918802270&amp;position=0&amp;universeId=2644656496,11/6/2024 22:23
[AGATHA HARKNESS] Marvel Omega,Witch's Group for Gifted Youngsters,Ages 9+,959,8579,1.4M+,Supported,Supported,10/14/2024,10/30/2024,24,N/A,3670,654,https://www.roblox.com/games/109629391874197/AGATHA-HARKNESS-Marvel-Omega?gameSearchSessionInfo=7e79d885-b2c9-42a8-926d-c4b4e88d5808&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=109629391874197&amp;position=0&amp;universeId=6676099788,11/6/2024 22:23
Colorblast: Sprunki Roleplay,@iwishf0rcaik,Ages 9+,1137,11972,3.6M+,Supported,Supported,10/6/2024,11/6/2024,50,N/A,1768,452,https://www.roblox.com/games/134231029550210/Colorblast-Sprunki-Roleplay?gameSearchSessionInfo=f61cde3f-21f0-47dd-9196-f1119bb49802&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=134231029550210&amp;position=0&amp;universeId=6639950010,11/6/2024 22:23
The Vampire Legacies 1,The Vampire Legacies,All Ages,90,208559,62.8M+,Supported,Not Supported,6/17/2020,10/31/2024,30,Action,46K+,12K+,https://www.roblox.com/games/5194554335/The-Vampire-Legacies-1?gameSearchSessionInfo=c0c02b84-8c7c-41e7-a31d-b68fa1371294&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5194554335&amp;position=0&amp;universeId=1813621385,11/6/2024 22:23
WWE 24 Roleplay (REVAMP),@JustCallMeYousef,Ages 9+,69,8141,7.4M+,Supported,Supported,4/22/2022,11/5/2024,30,Roleplay &amp; Avatar Sim,2580,430,https://www.roblox.com/games/9431517274/WWE-24-Roleplay-REVAMP?gameSearchSessionInfo=41435e7f-7d89-4738-a631-c59cbfa3f8bc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9431517274&amp;position=0&amp;universeId=3520336190,11/6/2024 22:23
Ultra Power Tycoon,Rainbow Flower Studios,Ages 9+,1088,527213,480.0M+,Not Supported,Not Supported,12/1/2021,8/6/2024,12,Simulation,250K+,52K+,https://www.roblox.com/games/8146731988/Ultra-Power-Tycoon?gameSearchSessionInfo=6dcce57f-1b46-46de-b9d8-8ba4f1ee7c26&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8146731988&amp;position=0&amp;universeId=3132040251,11/6/2024 22:23
[⚰️DUNGEONS UPD] Devas Of Creation,Devas Of Creation,Ages 13+,531,243675,20.5M+,Not Supported,Not Supported,10/10/2022,11/6/2024,1,RPG,118K+,12K+,https://www.roblox.com/games/11233948433/DUNGEONS-UPD-Devas-Of-Creation?gameSearchSessionInfo=f64bbf9e-d10d-40ca-bda2-297428af3852&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11233948433&amp;position=0&amp;universeId=4008157837,11/6/2024 22:23
[🌎️New Map]🔥Ultimate Anime Simulator,Open RBX,All Ages,465,120042,56.1M+,Supported,Not Supported,10/12/2022,11/1/2024,12,Simulation,106K+,7557,https://www.roblox.com/games/11250063361/New-Map-Ultimate-Anime-Simulator?gameSearchSessionInfo=d0e1b207-2ac0-49ca-80e9-792dad3e008f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11250063361&amp;position=0&amp;universeId=4012406005,11/6/2024 22:23
Valorized' Goober Sanctuary [HAPPY HALLOWEEN],@xELIASx30,All Ages,3,304,85.8K+,Supported,Supported,9/4/2024,11/6/2024,100,N/A,95,44,https://www.roblox.com/games/100049455332313/Valorized-Goober-Sanctuary-HAPPY-HALLOWEEN?gameSearchSessionInfo=97b188c8-f57f-46a3-8d36-c43564b58ea6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=100049455332313&amp;position=0&amp;universeId=6511105746,11/6/2024 22:23
classic obby ,@mewing_8669,All Ages,0,63,5931,Supported,Supported,7/29/2024,10/4/2024,50,N/A,182,9,https://www.roblox.com/games/18702429778/classic-obby?gameSearchSessionInfo=1c4dd74a-36d3-4244-8728-61e3f05be119&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18702429778&amp;position=0&amp;universeId=6337249842,11/6/2024 22:23
Elemental Powers Tycoon,Giggle Inc,Ages 9+,6632,1907991,670.5M+,Supported,Supported,7/17/2022,10/5/2024,12,Simulation,222K+,26K+,https://www.roblox.com/games/10253248401/Elemental-Powers-Tycoon?gameSearchSessionInfo=50712fcc-9065-4372-91df-fa9b1e85b844&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10253248401&amp;position=0&amp;universeId=3754482795,11/6/2024 22:23
CRAZY CHEFS! 👨‍🍳,Suprise Studios!,All Ages,2152,42240,45.5M+,Not Supported,Supported,6/18/2024,10/29/2024,8,Simulation,7965,5050,https://www.roblox.com/games/18102078939/CRAZY-CHEFS?gameSearchSessionInfo=72b450e2-d6c4-44f8-a4d2-4cb05a564ab2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18102078939&amp;position=0&amp;universeId=6136243726,11/6/2024 22:23
 [Modded TITANIC] ❄ Pet Simulator Z x PS 99,@buildZgame5,All Ages,30,10507,206.1K+,Supported,Supported,9/23/2024,11/6/2024,10,N/A,109,66,https://www.roblox.com/games/79780711010428/Modded-TITANIC-Pet-Simulator-Z-x-PS-99?gameSearchSessionInfo=5ccd3a96-f04c-48a4-86f2-c587c98647ca&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=79780711010428&amp;position=0&amp;universeId=6590250601,11/6/2024 22:24
BFDIA 14,@xxRei14,All Ages,0,6,1427,Not Supported,Supported,8/18/2024,8/27/2024,50,N/A,5,3,https://www.roblox.com/games/78173363608105/BFDIA-14?gameSearchSessionInfo=63d02a12-debd-4848-86bf-890a7af1e478&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=78173363608105&amp;position=0&amp;universeId=6434567505,11/6/2024 22:24
Bike of Hell,Captain Grumpy Games,All Ages,2631,1160846,408.4M+,Not Supported,Not Supported,10/2/2023,11/6/2024,18,Obby &amp; Platformer,272K+,98K+,https://www.roblox.com/games/14943334555/Bike-of-Hell?gameSearchSessionInfo=0cad8f2e-e979-46eb-9d78-5c5dd4fddc68&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14943334555&amp;position=0&amp;universeId=5148099079,11/6/2024 22:24
nico's nextbots ,nico's stu,Ages 9+,726,2015818,539.1M+,Supported,Not Supported,7/5/2022,11/6/2024,35,Survival,680K+,58K+,https://www.roblox.com/games/10118559731/nicos-nextbots?gameSearchSessionInfo=31f6c96d-59c2-4891-8918-2d3848829e19&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10118559731&amp;position=0&amp;universeId=3717264063,11/6/2024 22:24
Forge Frontier,Prota Games,All Ages,142,82591,38.1M+,Not Supported,Not Supported,10/9/2023,8/27/2024,20,Simulation,87K+,8400,https://www.roblox.com/games/15016307868/Forge-Frontier?gameSearchSessionInfo=bba9e508-ccee-4c45-8d99-e19071e37063&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15016307868&amp;position=0&amp;universeId=5171397333,11/6/2024 22:24
WWE Wrestling Entertainment® Read Desc.,@tonyhawk12319,All Ages,0,6106,1.2M+,Not Supported,Not Supported,6/14/2010,7/24/2012,20,N/A,257,421,https://www.roblox.com/games/28814506/WWE-Wrestling-Entertainment-Read-Desc?gameSearchSessionInfo=9f0c65bc-d10b-4641-9e05-6d0902a86dc9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=28814506&amp;position=0&amp;universeId=31249930,11/6/2024 22:24
Yeet A Cow!,Hype Interactive,All Ages,122,240576,3.5M+,Supported,Not Supported,7/3/2023,11/3/2024,10,Action,21K+,1736,https://www.roblox.com/games/13939913232/Yeet-A-Cow?gameSearchSessionInfo=1e7249f7-3e0e-4b59-8bf2-bf11ce74afd4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13939913232&amp;position=0&amp;universeId=4831379386,11/6/2024 22:24
HCBB 9v9 2.0,HCBB League,All Ages,336,67017,34.2M+,Not Supported,Not Supported,10/25/2021,10/27/2024,18,Sports &amp; Racing,24K+,5592,https://www.roblox.com/games/7830150255/HCBB-9v9-2-0?gameSearchSessionInfo=bce8a9e8-8df6-4e60-8469-0fc275247138&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7830150255&amp;position=0&amp;universeId=3032132418,11/6/2024 22:24
Boomerang Clicker Simulator 🪃,HQ Games.,All Ages,0,68,15.0K+,Supported,Not Supported,7/29/2023,8/1/2023,25,N/A,57,13,https://www.roblox.com/games/14231498898/Boomerang-Clicker-Simulator?gameSearchSessionInfo=2be39d4a-34e1-46e7-802a-c18682c715a0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14231498898&amp;position=0&amp;universeId=4922910057,11/6/2024 22:24
Sol's RNG [INFINITE LUCK🍀],@Inwoky,All Ages,28,77,25.5K+,Supported,Supported,10/28/2024,11/4/2024,12,N/A,107,17,https://www.roblox.com/games/94201147661908/Sols-RNG-INFINITE-LUCK?gameSearchSessionInfo=103a1af6-bcba-4057-b0e0-63f027b53976&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=94201147661908&amp;position=0&amp;universeId=6727657640,11/6/2024 22:24
[😺NEW] Find The Floppa Morphs (855),BIG PLAY,All Ages,2601,297021,236.1M+,Not Supported,Not Supported,5/9/2022,11/5/2024,15,Adventure,89K+,13K+,https://www.roblox.com/games/9579974235/NEW-Find-The-Floppa-Morphs-855?gameSearchSessionInfo=78c6438a-65da-4b64-9dd1-98b970cd8fc4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9579974235&amp;position=0&amp;universeId=3566531630,11/6/2024 22:24
NO CHAT FILTER,@zul668_11,All Ages,0,14,23.8K+,Not Supported,Supported,5/5/2024,5/5/2024,16,N/A,20,118,https://www.roblox.com/games/17384197129/NO-CHAT-FILTER?gameSearchSessionInfo=d1d3dbe8-e0fe-4bd1-be47-471913e8edb7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17384197129&amp;position=0&amp;universeId=5949314657,11/6/2024 22:25
[🩸]BloodShed,Bloodstud,Ages 13+,55,56873,4.7M+,Supported,Supported,2/21/2024,10/27/2024,5,N/A,4629,1688,https://www.roblox.com/games/16450837459/BloodShed?gameSearchSessionInfo=8448326e-31ab-4af8-87ac-4029ff656327&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16450837459&amp;position=0&amp;universeId=5667283784,11/6/2024 22:25
PK XD WORLD ,@Dandex_Games,All Ages,4,1514,885.6K+,Supported,Supported,9/19/2021,11/3/2024,30,N/A,339,163,https://www.roblox.com/games/7509700616/PK-XD-WORLD?gameSearchSessionInfo=b8062904-fb3f-49aa-9c40-ad897264b53f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7509700616&amp;position=0&amp;universeId=2922273289,11/6/2024 22:25
🐸Animal Simulator,@ragnar9878,Ages 9+,3838,1699520,1.2B+,Supported,Not Supported,9/20/2020,10/22/2024,25,Roleplay &amp; Avatar Sim,345K+,70K+,https://www.roblox.com/games/5712833750/Animal-Simulator?gameSearchSessionInfo=ff68c25f-c5cd-46ec-9851-28bd1c0f5569&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5712833750&amp;position=0&amp;universeId=2023680558,11/6/2024 22:25
Coraline Roleplay [Other World Showcase],5H,All Ages,60,1709,477.6K+,Supported,Not Supported,9/13/2024,11/4/2024,20,N/A,177,40,https://www.roblox.com/games/74541619939535/Coraline-Roleplay-Other-World-Showcase?gameSearchSessionInfo=041d45d6-9968-4732-831c-e3c6a6a4fc99&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=74541619939535&amp;position=0&amp;universeId=6546700488,11/6/2024 22:25
Noob Controller🎮,@Tihon_Pihon,All Ages,139,3435,2.8M+,Supported,Supported,4/3/2023,11/4/2024,5,Simulation,696,239,https://www.roblox.com/games/12989932805/Noob-Controller?gameSearchSessionInfo=cd058498-aa75-4254-b3c6-b9389827dafb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12989932805&amp;position=0&amp;universeId=4541566070,11/6/2024 22:25
Theater JKT48,@lemon_tree1132,All Ages,79,7848,4.6M+,Not Supported,Not Supported,12/16/2023,11/3/2024,23,Roleplay &amp; Avatar Sim,965,120,https://www.roblox.com/games/15649935372/Theater-JKT48?gameSearchSessionInfo=2beb30af-d2c6-4ad2-891f-b6f329ff232d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15649935372&amp;position=0&amp;universeId=5405308470,11/6/2024 22:25
 Roblox Spirit Halloween 2024,@JohnTRoblo,All Ages,3,726,411.6K+,Not Supported,Supported,4/20/2024,9/18/2024,50,Entertainment,346,97,https://www.roblox.com/games/17206718012/Roblox-Spirit-Halloween-2024?gameSearchSessionInfo=8495027d-4588-429d-8ac7-3ff04a8b2b6d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17206718012&amp;position=0&amp;universeId=5890351170,11/6/2024 22:25
Limitless Technique,@JustEmil123,All Ages,0,63,13.0K+,Not Supported,Supported,2/5/2024,8/3/2024,14,N/A,46,8,https://www.roblox.com/games/16254366000/Limitless-Technique?gameSearchSessionInfo=7221ea5f-2619-4431-a998-c3a1627407eb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16254366000&amp;position=0&amp;universeId=5609385315,11/6/2024 22:25
Tenuous' Workshop,@TenuousFlea,All Ages,0,59108,4.0M+,Not Supported,Not Supported,12/3/2021,8/13/2024,75,N/A,14K+,600,https://www.roblox.com/games/8157068051/Tenuous-Workshop?gameSearchSessionInfo=837349aa-0891-4d31-831d-6714e1108715&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8157068051&amp;position=0&amp;universeId=3135436766,11/6/2024 22:25
Escape Bob the Dentist! SCARY OBBY,Decent Obbies,All Ages,262,42636,120.4M+,Not Supported,Not Supported,8/9/2022,9/29/2024,10,Obby &amp; Platformer,7163,5495,https://www.roblox.com/games/10526052011/Escape-Bob-the-Dentist-SCARY-OBBY?gameSearchSessionInfo=38da1280-b10a-4ddc-aa93-7eed599810fa&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10526052011&amp;position=0&amp;universeId=3828079001,11/6/2024 22:26
Hungry Sonic ,Wow Collabs,All Ages,103,6535,7.2M+,Not Supported,Not Supported,1/19/2023,10/3/2024,12,Survival,997,588,https://www.roblox.com/games/12198291255/Hungry-Sonic?gameSearchSessionInfo=92ece081-1ac6-4be8-87be-a9f244076cd9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12198291255&amp;position=0&amp;universeId=4299279651,11/6/2024 22:26
Super Hero Tycoon,Super Heroes™,Ages 9+,2516,10295036,2.3B+,Supported,Not Supported,12/12/2016,11/5/2024,10,Simulation,712K+,161K+,https://www.roblox.com/games/574407221/Super-Hero-Tycoon?gameSearchSessionInfo=155e5a3a-509d-4ad4-9017-eae17d0a4ed9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=574407221&amp;position=0&amp;universeId=228573408,11/6/2024 22:26
raise a floppa ,FLOPPA#1,All Ages,343,1118936,209.8M+,Supported,Not Supported,3/27/2022,8/3/2022,1,Simulation,655K+,68K+,https://www.roblox.com/games/9203864304/raise-a-floppa?gameSearchSessionInfo=e2401449-8d50-469a-b081-744a6b9b4fe1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9203864304&amp;position=0&amp;universeId=3451663900,11/6/2024 22:26
[MOBILE] StandBlox Remade  Standoff 2,@ortyrx,All Ages,99,4504,3.6M+,Not Supported,Not Supported,3/30/2024,11/5/2024,12,Shooter,1558,1610,https://www.roblox.com/games/16934255010/MOBILE-StandBlox-Remade-Standoff-2?gameSearchSessionInfo=db9b9241-8af0-4f5c-b444-81feffc05cc9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16934255010&amp;position=0&amp;universeId=5814529678,11/6/2024 22:26
NEW 🏥 Be NPC or DIE!💢,arashiyama,Ages 9+,3204,314170,85.1M+,Not Supported,Not Supported,10/15/2022,11/4/2024,9,Survival,258K+,19K+,https://www.roblox.com/games/11276071411/NEW-Be-NPC-or-DIE?gameSearchSessionInfo=30246001-db41-44bc-80c5-1e5a8ff66783&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11276071411&amp;position=0&amp;universeId=4019583467,11/6/2024 22:26
GARENA FREE FIRE MAX🏆,DREAM BigGames!!,Ages 9+,823,900110,13.9M+,Not Supported,Not Supported,2/26/2023,11/4/2024,15,Shooter,4121,650,https://www.roblox.com/games/12621916281/GARENA-FREE-FIRE-MAX?gameSearchSessionInfo=089bbbfe-b4a0-41bd-98b9-cabbd4c5dd6e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12621916281&amp;position=0&amp;universeId=4429360165,11/6/2024 22:26
