Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
"[🎃EVENT] ""BA"" Brazilian Army","""EB || Exército Brasileiro",All Ages,102,14168,11.7M+,Supported,Not Supported,4/15/2023,11/1/2024,50,Roleplay &amp; Avatar Sim,15K+,2352,https://www.roblox.com/games/13132367906/EVENT-BA-Brazilian-Army?gameSearchSessionInfo=65a7ebaa-2d0f-4ffa-a810-4716f0318e7d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13132367906&amp;position=0&amp;universeId=4583934684,11/5/2024 20:54
SCP-096 Demonstration (Fan remake),@iiSpeak_Lua,Ages 13+,93,565891,137.4M+,Supported,Not Supported,12/23/2017,10/13/2024,12,Survival,81K+,11K+,https://www.roblox.com/games/1267987945/SCP-096-Demonstration-Fan-remake?gameSearchSessionInfo=fe4f9acf-ad95-41b4-b4f4-d96145ce7ca8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1267987945&amp;position=0&amp;universeId=513960201,11/5/2024 20:54
Dreamy's MM2 [HALLOWEEN🎃],@axaxax99900,All Ages,0,73,23.7K+,Supported,Supported,11/13/2023,11/5/2024,14,N/A,110,20,https://www.roblox.com/games/15342701901/Dreamys-MM2-HALLOWEEN?gameSearchSessionInfo=0df8b705-1356-43c3-8243-a9fca3f776a8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15342701901&amp;position=0&amp;universeId=5291898396,11/5/2024 20:54
[HARD] aesthetic parkour,@lauragrus,All Ages,6,25889,34.5M+,Not Supported,Not Supported,1/16/2021,2/10/2024,10,Obby &amp; Platformer,4098,16K+,https://www.roblox.com/games/6246517364/HARD-aesthetic-parkour?gameSearchSessionInfo=63fa6fc5-1a15-42f3-aa7a-13e73c85a169&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6246517364&amp;position=0&amp;universeId=2295624787,11/5/2024 20:54
Strict Mom👿,Creepy Studio.,All Ages,76,41349,6.3M+,Supported,Supported,1/3/2024,11/4/2024,25,Adventure,4496,755,https://www.roblox.com/games/15848219753/Strict-Mom?gameSearchSessionInfo=a6d2b50c-89ca-4399-a016-6376a1ab7dc2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15848219753&amp;position=0&amp;universeId=5480336840,11/5/2024 20:54
Wizard Tycoon - 2 Player,@TheFermiParadox,Ages 9+,665,1869997,656.4M+,Supported,Not Supported,8/9/2015,7/9/2024,8,Simulation,426K+,60K+,https://www.roblox.com/games/281489669/Wizard-Tycoon-2-Player?gameSearchSessionInfo=4bcb9802-3aab-4426-9241-fd46dac889b2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=281489669&amp;position=0&amp;universeId=110988953,11/5/2024 20:54
Name:,@route_knl99,All Ages,1,2163,404.2K+,Not Supported,Not Supported,4/14/2021,4/28/2023,15,N/A,777,110,https://www.roblox.com/games/6678784889/Name?gameSearchSessionInfo=675df9b3-71be-4f05-9acc-170d20aab7b9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6678784889&amp;position=0&amp;universeId=2515994021,11/5/2024 20:54
Car Suspension Test,@TypKris,All Ages,3218,3018696,223.2M+,Supported,Supported,5/15/2021,11/5/2024,10,Simulation,54K+,8537,https://www.roblox.com/games/6816975827/Car-Suspension-Test?gameSearchSessionInfo=e35e71a3-8923-49c3-b9e1-b140fa228a29&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6816975827&amp;position=0&amp;universeId=2589957623,11/5/2024 20:55
Dinosaur Zoo Tycoon 🦖,Vanity Studio,All Ages,165,249718,73.5M+,Not Supported,Not Supported,2/18/2021,2/18/2024,4,Simulation,42K+,5602,https://www.roblox.com/games/6412231967/Dinosaur-Zoo-Tycoon?gameSearchSessionInfo=fdc4fc00-fe53-4910-95db-2b45e3c074ea&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6412231967&amp;position=0&amp;universeId=2384686405,11/5/2024 20:55
Midnight Burger [HORROR],Elevated Horror,All Ages,389,463576,27.5M+,Supported,Supported,6/11/2024,10/31/2024,25,Adventure,54K+,8748,https://www.roblox.com/games/17816926167/Midnight-Burger-HORROR?gameSearchSessionInfo=2908fbca-7dff-4119-bada-5bba50a5df42&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17816926167&amp;position=0&amp;universeId=6104290122,11/5/2024 20:55
[💰🍀]⚽Goal Kick Simulator,Dream Simulators,All Ages,987,625787,302.7M+,Not Supported,Not Supported,4/4/2022,11/1/2024,14,Simulation,243K+,21K+,https://www.roblox.com/games/9281034297/Goal-Kick-Simulator?gameSearchSessionInfo=d9f7b240-cc4d-4d55-83b6-d44a6faf8c7a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9281034297&amp;position=0&amp;universeId=3475191052,11/5/2024 20:55
Start Survey?,@antvvnio,All Ages,312,394557,62.2M+,Not Supported,Not Supported,8/23/2022,11/5/2024,1,Adventure,160K+,35K+,https://www.roblox.com/games/10684632908/Start-Survey?gameSearchSessionInfo=c5815b5b-10e6-4db4-b96a-8916e56c0787&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10684632908&amp;position=0&amp;universeId=3870834201,11/5/2024 20:55
KiWi Games,fehe's Game group / 피히의 게임 그룹,All Ages,0,6,1028,Not Supported,Supported,7/13/2024,7/13/2024,50,N/A,9,3,https://www.roblox.com/games/18470017027/KiWi-Games?gameSearchSessionInfo=06b59e20-97de-4bad-92b3-ce7bfa3af625&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18470017027&amp;position=0&amp;universeId=6259322589,11/5/2024 20:55
Cali Shootout 💥,Crimelife,Ages 9+,417,142152,49.5M+,Supported,Not Supported,1/7/2023,11/5/2024,30,Action,117K+,14K+,https://www.roblox.com/games/12077443856/Cali-Shootout?gameSearchSessionInfo=75187154-9c81-4e67-af41-f6e5394e8d88&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12077443856&amp;position=0&amp;universeId=4263576532,11/5/2024 20:55
Horse Valley [DYNAMIC BREEDING],Ming Horse Valley,All Ages,979,797886,382.7M+,Not Supported,Not Supported,2/8/2019,11/5/2024,16,Roleplay &amp; Avatar Sim,214K+,34K+,https://www.roblox.com/games/2830250344/Horse-Valley-DYNAMIC-BREEDING?gameSearchSessionInfo=d5307ca4-9a29-45ee-86f4-413660afa43e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2830250344&amp;position=0&amp;universeId=1024564064,11/5/2024 20:56
House Tycoon 2,Haza Games,All Ages,872,103692,37.7M+,Not Supported,Not Supported,7/15/2022,11/2/2024,40,Simulation,25K+,4492,https://www.roblox.com/games/10224049386/House-Tycoon-2?gameSearchSessionInfo=c06035b0-9e99-451c-a5a5-bde200b300e1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10224049386&amp;position=0&amp;universeId=3746418487,11/5/2024 20:56
pantril's Place,@pantril,All Ages,0,0,3,Not Supported,Not Supported,2/22/2017,6/7/2017,10,N/A,0,0,https://www.roblox.com/games/664589967/pantrils-Place?gameSearchSessionInfo=eeccf815-0b0f-4f0d-a27b-a4f8338fa031&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=664589967&amp;position=0&amp;universeId=280941241,11/5/2024 20:56
Liar's Table,Overhaul Entertainment,All Ages,89,748,64.5K+,Supported,Not Supported,10/19/2024,11/5/2024,40,N/A,149,26,https://www.roblox.com/games/80342862330041/Liars-Table?gameSearchSessionInfo=eeb52443-ef2e-4b18-80e4-df8813e5b3db&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=80342862330041&amp;position=0&amp;universeId=6691764291,11/5/2024 20:56
Hero Brawl,Hero Brawl,Ages 9+,950,105460,254.5M+,Not Supported,Not Supported,8/17/2022,8/20/2024,20,Action,20K+,6529,https://www.roblox.com/games/10625506467/Hero-Brawl?gameSearchSessionInfo=3ae345be-b5af-402c-a978-2f4f993c3db2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10625506467&amp;position=0&amp;universeId=3854678859,11/5/2024 20:56
Jitensha - Fixed,@ygc_yumi,All Ages,38,9867,2.8M+,Supported,Not Supported,8/6/2023,10/22/2024,10,Simulation,3144,165,https://www.roblox.com/games/14336495826/Jitensha-Fixed?gameSearchSessionInfo=ddd2d905-a49d-45bb-8aca-46c28fd980c7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14336495826&amp;position=0&amp;universeId=4956505760,11/5/2024 20:56
Baldi's Basics (FIXED),@BenjaminA123456,All Ages,74,42216,26.5M+,Not Supported,Not Supported,7/22/2020,11/4/2024,100,Survival,10K+,3437,https://www.roblox.com/games/5401873142/Baldis-Basics-FIXED?gameSearchSessionInfo=1ce4adcc-716b-4011-a06d-6f0b58154c20&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5401873142&amp;position=0&amp;universeId=1890867864,11/5/2024 20:56
Roblox Studio But In Roblox,@ItzJimPlayz_YT,All Ages,4,1680,769.7K+,Supported,Not Supported,1/28/2022,10/27/2024,1,N/A,719,828,https://www.roblox.com/games/8662054798/Roblox-Studio-But-In-Roblox?gameSearchSessionInfo=300f66d4-eeb8-4eb7-b801-4c61f6910306&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8662054798&amp;position=0&amp;universeId=3294886712,11/5/2024 20:56
Source Bloxed [BETA],Turtle Station,Ages 13+,50,3354,69.0K+,Supported,Not Supported,1/24/2024,11/5/2024,50,N/A,495,124,https://www.roblox.com/games/16095991553/Source-Bloxed-BETA?gameSearchSessionInfo=5fff12f5-49eb-4c3c-9184-d2b7c82dfb2d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16095991553&amp;position=0&amp;universeId=5562765859,11/5/2024 20:57
Marching Band Hangout [Bloo24 Update],Ro-Corps International,All Ages,2,154,25.9K+,Supported,Supported,9/2/2024,10/14/2024,100,N/A,89,7,https://www.roblox.com/games/91005568012348/Marching-Band-Hangout-Bloo24-Update?gameSearchSessionInfo=e119d338-36b6-4afd-8328-daf1dbd36d7d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=91005568012348&amp;position=0&amp;universeId=6502321499,11/5/2024 20:57
Cart Ride Into NowDoTheHarlemShake!,@FluAgo,All Ages,0,7,247,Not Supported,Not Supported,2/12/2021,2/12/2021,50,N/A,2,1,https://www.roblox.com/games/6379414806/Cart-Ride-Into-NowDoTheHarlemShake?gameSearchSessionInfo=4c65f0b4-1e9c-4ca4-b7ea-ef1ba3c0af8a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6379414806&amp;position=0&amp;universeId=2367451972,11/5/2024 20:57
Cookie run: kingdom rp,@skytheredjay,All Ages,20,8864,284.0K+,Not Supported,Not Supported,4/15/2023,10/27/2024,17,N/A,1647,154,https://www.roblox.com/games/13137654651/Cookie-run-kingdom-rp?gameSearchSessionInfo=b5324685-075b-4969-bb35-0a2017a79c1d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13137654651&amp;position=0&amp;universeId=4585894350,11/5/2024 20:57
pet expand simulator,World Expand,All Ages,0,2,472,Supported,Supported,9/29/2024,11/4/2024,50,N/A,3,0,https://www.roblox.com/games/92061435557388/pet-expand-simulator?gameSearchSessionInfo=70c4c4f2-b589-48d9-bf58-4733f68c9384&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=92061435557388&amp;position=0&amp;universeId=6614136119,11/5/2024 20:57
Guess The Anime Character 🤔,Be the Star!,All Ages,232,1337,870.7K+,Not Supported,Supported,9/18/2024,11/4/2024,50,N/A,511,99,https://www.roblox.com/games/83085197847836/Guess-The-Anime-Character?gameSearchSessionInfo=1ce12c8e-2859-4bc5-b4bc-30088cc95886&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=83085197847836&amp;position=0&amp;universeId=6567718055,11/5/2024 20:57
OneSkyVed's Trolleybuses Place (indev),@OneSkyVed,All Ages,124,57548,12.0M+,Supported,Supported,9/11/2018,10/18/2024,40,Simulation,20K+,8930,https://www.roblox.com/games/2337102976/OneSkyVeds-Trolleybuses-Place-indev?gameSearchSessionInfo=86494f3d-43bd-4592-85dd-d687a04686f2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2337102976&amp;position=0&amp;universeId=345667450,11/5/2024 20:57
DON'T DIE,Badass Experiences,All Ages,691,266254,209.7M+,Supported,Not Supported,7/23/2023,9/29/2024,70,Survival,272K+,33K+,https://www.roblox.com/games/14161770735/DONT-DIE?gameSearchSessionInfo=af07f3f0-c543-43cb-91e8-0467d82d96a7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14161770735&amp;position=0&amp;universeId=4901806610,11/5/2024 20:57
[NEW HYPERCAR!] Project Trackday,devGem,All Ages,96,278549,32.3M+,Not Supported,Not Supported,4/6/2020,10/24/2024,6,Sports &amp; Racing,89K+,16K+,https://www.roblox.com/games/4864763388/NEW-HYPERCAR-Project-Trackday?gameSearchSessionInfo=a1ee0b08-03ac-4b24-9b3e-049a4f37d6b2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4864763388&amp;position=0&amp;universeId=1655411599,11/5/2024 20:57
Apocalypse Rising 2,Dualpoint Interactive,Ages 13+,1511,739074,102.6M+,Supported,Not Supported,6/12/2017,11/5/2024,30,Action,200K+,27K+,https://www.roblox.com/games/863266079/Apocalypse-Rising-2?gameSearchSessionInfo=fabd361c-2590-4eee-839e-a5244744afb4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=863266079&amp;position=0&amp;universeId=358276974,11/5/2024 20:57
HAZE PIECE,[HS] Haze Studios,Ages 9+,969,1658984,208.7M+,Not Supported,Not Supported,6/7/2021,10/27/2024,12,RPG,697K+,28K+,https://www.roblox.com/games/6918802270/HAZE-PIECE?gameSearchSessionInfo=1831ae59-7754-431b-ac13-1ba846e28409&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6918802270&amp;position=0&amp;universeId=2644656496,11/5/2024 20:58
[AGATHA HARKNESS] Marvel Omega,Witch's Group for Gifted Youngsters,Ages 9+,879,8083,1.2M+,Supported,Supported,10/14/2024,10/30/2024,24,N/A,3457,633,https://www.roblox.com/games/109629391874197/AGATHA-HARKNESS-Marvel-Omega?gameSearchSessionInfo=148d7693-2625-465a-ab11-76189944a636&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=109629391874197&amp;position=0&amp;universeId=6676099788,11/5/2024 20:58
Colorblast: Sprunki Roleplay,@iwishf0rcaik,Ages 9+,1377,11590,3.4M+,Supported,Supported,10/6/2024,11/5/2024,100,N/A,1680,433,https://www.roblox.com/games/134231029550210/Colorblast-Sprunki-Roleplay?gameSearchSessionInfo=d58266a4-e9fd-4a22-b152-f27f1c2fb06b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=134231029550210&amp;position=0&amp;universeId=6639950010,11/5/2024 20:58
The Vampire Legacies 1,The Vampire Legacies,All Ages,55,208553,62.8M+,Supported,Not Supported,6/17/2020,10/31/2024,30,Action,46K+,12K+,https://www.roblox.com/games/5194554335/The-Vampire-Legacies-1?gameSearchSessionInfo=e970019f-ea58-41b6-a440-166db68efdbb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5194554335&amp;position=0&amp;universeId=1813621385,11/5/2024 20:58
WWE 24 Roleplay (REVAMP),@JustCallMeYousef,Ages 9+,102,8130,7.4M+,Supported,Supported,4/22/2022,11/5/2024,30,Roleplay &amp; Avatar Sim,2570,429,https://www.roblox.com/games/9431517274/WWE-24-Roleplay-REVAMP?gameSearchSessionInfo=54104af2-5d9e-4ee3-8dd9-df45dfabe29d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9431517274&amp;position=0&amp;universeId=3520336190,11/5/2024 20:58
Ultra Power Tycoon,Rainbow Flower Studios,Ages 9+,1125,527171,479.9M+,Not Supported,Not Supported,12/1/2021,8/6/2024,12,Simulation,250K+,52K+,https://www.roblox.com/games/8146731988/Ultra-Power-Tycoon?gameSearchSessionInfo=7b4b26ae-ce4c-44e8-ae40-8f12d3b442ab&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8146731988&amp;position=0&amp;universeId=3132040251,11/5/2024 20:58
[⚰️DUNGEONS UPD] Devas Of Creation,Devas Of Creation,Ages 13+,554,243596,20.5M+,Not Supported,Not Supported,10/10/2022,11/5/2024,1,RPG,118K+,12K+,https://www.roblox.com/games/11233948433/DUNGEONS-UPD-Devas-Of-Creation?gameSearchSessionInfo=f499151d-e583-47c5-85e4-61a63e7376d3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11233948433&amp;position=0&amp;universeId=4008157837,11/5/2024 20:58
[🌎️New Map]🔥Ultimate Anime Simulator,Open RBX,All Ages,464,120000,56.1M+,Supported,Not Supported,10/12/2022,11/1/2024,12,Simulation,106K+,7556,https://www.roblox.com/games/11250063361/New-Map-Ultimate-Anime-Simulator?gameSearchSessionInfo=05c2b10e-4699-4e1b-9dba-1b9949c1bc12&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11250063361&amp;position=0&amp;universeId=4012406005,11/5/2024 20:58
Valorized' Goober Sanctuary [HAPPY HALLOWEEN],@xELIASx30,All Ages,2,299,84.4K+,Supported,Supported,9/4/2024,11/5/2024,100,N/A,95,44,https://www.roblox.com/games/100049455332313/Valorized-Goober-Sanctuary-HAPPY-HALLOWEEN?gameSearchSessionInfo=598ed7fd-7dc3-4c52-9efb-c1b7f597deb5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=36&amp;page=searchPage&amp;placeId=100049455332313&amp;position=0&amp;universeId=6511105746,11/5/2024 20:58
classic obby ,@mewing_8669,All Ages,0,63,5894,Supported,Supported,7/29/2024,10/4/2024,50,N/A,181,9,https://www.roblox.com/games/18702429778/classic-obby?gameSearchSessionInfo=52bac95d-63e4-4096-b0c2-92c28bf179a8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18702429778&amp;position=0&amp;universeId=6337249842,11/5/2024 20:58
20th century studios real history,@Bl3ek995,All Ages,0,46,27.4K+,Not Supported,Supported,7/6/2024,10/11/2024,50,N/A,8,2,https://www.roblox.com/games/18363560327/20th-century-studios-real-history?gameSearchSessionInfo=2451938f-26f0-418e-b2a3-cfd238c8531f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18363560327&amp;position=0&amp;universeId=6225465464,11/5/2024 20:59
[BOSS🦑!] Magic Power Tycoon,Supreme Noob Club,Ages 9+,63,3800,3.0M+,Not Supported,Supported,2/6/2024,7/1/2024,12,Simulation,501,274,https://www.roblox.com/games/16257165255/BOSS-Magic-Power-Tycoon?gameSearchSessionInfo=e439fe7a-bd8d-4876-8059-8d21d1831ee2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16257165255&amp;position=0&amp;universeId=5610234223,11/5/2024 20:59
CRAZY CHEFS! 👨‍🍳,Suprise Studios!,All Ages,2237,42056,45.1M+,Not Supported,Supported,6/18/2024,10/29/2024,8,Simulation,7916,5025,https://www.roblox.com/games/18102078939/CRAZY-CHEFS?gameSearchSessionInfo=c85a07fa-6a8b-4e70-bd26-b7bbdc117b64&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18102078939&amp;position=0&amp;universeId=6136243726,11/5/2024 20:59
[🌐FREE TITANICS] Pet Simulator X Modded! ,99 Project,All Ages,373,28535,264.6K+,Not Supported,Supported,10/19/2024,11/2/2024,7,N/A,570,118,https://www.roblox.com/games/98107948867311/FREE-TITANICS-Pet-Simulator-X-Modded?gameSearchSessionInfo=719e0da3-249f-470f-a3c5-e0d6e47cf119&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=98107948867311&amp;position=0&amp;universeId=6693432747,11/5/2024 20:59
BFDIA 14,@xxRei14,All Ages,0,6,1400,Not Supported,Supported,8/18/2024,8/27/2024,50,N/A,5,3,https://www.roblox.com/games/78173363608105/BFDIA-14?gameSearchSessionInfo=71902bd9-9e34-4243-b0b2-bf55fbeec4c6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=78173363608105&amp;position=0&amp;universeId=6434567505,11/5/2024 20:59
Bike Race,OwlVision,All Ages,541,525773,8.4M+,Supported,Supported,7/28/2024,10/13/2024,8,Simulation,38K+,759,https://www.roblox.com/games/18691484874/Bike-Race?gameSearchSessionInfo=3913b73f-c950-4128-8da6-3b8bd148be29&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18691484874&amp;position=0&amp;universeId=6333498611,11/5/2024 20:59
nico's nextbots ,nico's stu,Ages 9+,834,2015611,539.0M+,Supported,Not Supported,7/5/2022,11/5/2024,35,Survival,680K+,58K+,https://www.roblox.com/games/10118559731/nicos-nextbots?gameSearchSessionInfo=5e6a51b8-1262-4656-a566-8f1bd0172dd6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10118559731&amp;position=0&amp;universeId=3717264063,11/5/2024 20:59
The Strongest Battlegrounds,Yielding Arts,Ages 9+,118241,4231707,8.9B+,Supported,Not Supported,8/2/2022,11/4/2024,15,Action,2M+,576K+,https://www.roblox.com/games/10449761463/The-Strongest-Battlegrounds?gameSearchSessionInfo=87e08597-4b21-47ef-92ad-4add7188fd51&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10449761463&amp;position=0&amp;universeId=3808081382,11/5/2024 20:59
Forge Frontier,Prota Games,All Ages,140,82592,38.1M+,Not Supported,Not Supported,10/9/2023,8/27/2024,20,Simulation,87K+,8399,https://www.roblox.com/games/15016307868/Forge-Frontier?gameSearchSessionInfo=7b663924-0fc6-4f7b-9495-03798c601c0b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=39&amp;page=searchPage&amp;placeId=15016307868&amp;position=0&amp;universeId=5171397333,11/5/2024 20:59
Really Easy Obby! 🌈,05kz,All Ages,3116,81944,228.4M+,Not Supported,Not Supported,1/7/2022,11/5/2024,15,Obby &amp; Platformer,10K+,5506,https://www.roblox.com/games/8472851459/Really-Easy-Obby?gameSearchSessionInfo=fdf23e92-44fd-492c-8d5d-e3e14b66ee6a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8472851459&amp;position=0&amp;universeId=3237615544,11/5/2024 21:00
WWE Wrestling Entertainment® Read Desc.,@tonyhawk12319,All Ages,0,6106,1.2M+,Not Supported,Not Supported,6/14/2010,7/24/2012,20,N/A,257,421,https://www.roblox.com/games/28814506/WWE-Wrestling-Entertainment-Read-Desc?gameSearchSessionInfo=0488b9e4-9412-4181-96ce-4eba8ded5c2f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=28814506&amp;position=0&amp;universeId=31249930,11/5/2024 21:00
Yeet A Cow!,Hype Interactive,All Ages,152,239199,3.5M+,Supported,Not Supported,7/3/2023,11/3/2024,10,Action,21K+,1728,https://www.roblox.com/games/13939913232/Yeet-A-Cow?gameSearchSessionInfo=a0e5a6a8-4b52-4816-9300-fb9c3626d64a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13939913232&amp;position=0&amp;universeId=4831379386,11/5/2024 21:00
HCBB 9v9 2.0,HCBB League,All Ages,634,66938,34.1M+,Not Supported,Not Supported,10/25/2021,10/27/2024,18,Sports &amp; Racing,24K+,5585,https://www.roblox.com/games/7830150255/HCBB-9v9-2-0?gameSearchSessionInfo=8f133218-9bc3-4855-b8ca-2903faa1b5df&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7830150255&amp;position=0&amp;universeId=3032132418,11/5/2024 21:00
Boomerang Clicker Simulator 🪃,HQ Games.,All Ages,0,68,15.0K+,Supported,Not Supported,7/29/2023,8/1/2023,25,N/A,56,13,https://www.roblox.com/games/14231498898/Boomerang-Clicker-Simulator?gameSearchSessionInfo=c5d84203-1007-4af6-84a6-7185ccf6fe43&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14231498898&amp;position=0&amp;universeId=4922910057,11/5/2024 21:00
[👻15K LUCK] Jule's RNG,Jule Games,All Ages,1178,119500,9.2M+,Supported,Not Supported,3/27/2024,11/5/2024,20,Simulation,121K+,2375,https://www.roblox.com/games/16883974868/15K-LUCK-Jules-RNG?gameSearchSessionInfo=c9059616-beaf-436b-8520-d7d3efb2b8b5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16883974868&amp;position=0&amp;universeId=5800312217,11/5/2024 21:00
[⭐NEW] Find The Sprunki Morphs,Slanted Games,All Ages,623,87200,81.4M+,Not Supported,Not Supported,7/5/2022,11/4/2024,30,Entertainment,45K+,8624,https://www.roblox.com/games/10119516531/NEW-Find-The-Sprunki-Morphs?gameSearchSessionInfo=6762c7f6-a935-4ef0-805f-e435e255a046&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10119516531&amp;position=0&amp;universeId=3717527902,11/5/2024 21:00
